scenario_id,district_index,district,region,unit_system,reachable_count,reachable_codes,portfolio_mask,portfolio_size,portfolio_codes,status,course_status,prerequisite_status,schedule_status,role_attribution_status,course_result_quality,schedule_result_quality,distinct_courses,major_course_count,prerequisite_course_count,colleges_used,semester_equiv_units,min_terms,lower_bound_terms,upper_bound_terms,academic_years,exact_only_overlap_savings_courses,bounded_sensitivity_overlap_savings_courses,computation_elapsed_ms
11:132,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,132,2,UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,13,2,3,56,5,5,5,2.5,,2,6010
11:136,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,136,2,UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,38,4,4,4,2,7,7,61
11:160,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,160,2,UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,2,26,3,3,3,1.5,5,5,41
11:192,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,8,2,2,35,5,5,5,2.5,5,5,97
11:258,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,258,2,UCR|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,11,0,2,38,5,5,5,2.5,,6,6006
11:260,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,260,2,UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,42,5,5,5,2.5,,9,6010
11:264,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,264,2,UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,14,4,2,67,5,5,5,2.5,,2,6009
11:288,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,288,2,UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,48,5,5,5,2.5,,2,6007
11:320,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,2,45,5,5,5,2.5,,6,5673
11:384,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,384,2,UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,49,5,5,5,2.5,,4,6017
11:14,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,14,3,UCR|UCB|UCD,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,15,6,3,76.5,6,6,6,3,,4,6122
11:38,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,38,3,UCR|UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,3,61,5,5,5,2.5,,5,6031
11:42,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,42,3,UCR|UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,45,4,4,4,2,9,9,1216
11:44,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,44,3,UCB|UCD|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,3,6057
11:70,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,13,0,2,46,5,5,5,2.5,,11,6042
11:74,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,74,3,UCR|UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,47,5,5,5,2.5,11,11,1220
11:76,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,76,3,UCB|UCD|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,76,6,6,6,3,,7,6009
11:98,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,98,3,UCR|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,2,38,5,5,5,2.5,8,8,1321
11:100,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,100,3,UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,3,64,5,5,5,2.5,,5,6028
11:104,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,104,3,UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,11,11,584
11:134,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,3,56,5,5,5,2.5,,8,6044
11:138,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,138,3,UCR|UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,42,4,4,4,2,12,12,696
11:140,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,140,3,UCB|UCD|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,77,6,6,6,3,,6,6029
11:162,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,162,3,UCR|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,3,32,3,3,3,1.5,9,9,376
11:164,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,164,3,UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,3,66,5,5,5,2.5,,4,6067
11:168,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,168,3,UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,42,4,4,4,2,11,11,374
11:194,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,9,2,2,39,5,5,5,2.5,10,10,1104
11:196,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,3,57,5,5,5,2.5,,9,6026
11:200,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,200,3,UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,2,45,5,5,5,2.5,13,13,529
11:224,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,224,3,UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,2,38,5,5,5,2.5,9,9,1248
11:262,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,42,5,5,5,2.5,,15,6008
11:266,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,266,3,UCR|UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,14,4,2,67,5,5,5,2.5,,8,6009
11:268,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,268,3,UCB|UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,2,71,5,5,5,2.5,,11,6011
11:290,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,290,3,UCR|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,48,5,5,5,2.5,,8,6006
11:292,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,292,3,UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,52,5,5,5,2.5,,11,6009
11:296,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,296,3,UCD|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,62,5,5,5,2.5,,9,6008
11:322,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,13,0,2,45,5,5,5,2.5,,12,6007
11:324,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,5,5,5,2.5,,15,6008
11:328,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,328,3,UCD|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,2,67,5,5,5,2.5,,10,6008
11:352,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,352,3,UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,51,5,5,5,2.5,,9,6007
11:386,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,49,5,5,5,2.5,,10,6008
11:388,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,53,5,5,5,2.5,,13,6014
11:392,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,392,3,UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,,13,4415
11:416,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,416,3,UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,52,5,5,5,2.5,,8,6006
11:448,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,5,5,5,2.5,,12,6009
11:46,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,46,4,UCR|UCB|UCD|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,9,6020
11:78,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,78,4,UCR|UCB|UCD|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,76,6,6,6,3,,13,6016
11:102,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,102,4,UCR|UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,55,5,5,5,2.5,,13,6011
11:106,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,106,4,UCR|UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,50,5,5,5,2.5,16,16,1203
11:108,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,108,4,UCB|UCD|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,11,6004
11:142,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,142,4,UCR|UCB|UCD|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,77,6,6,6,3,,12,6017
11:166,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,166,4,UCR|UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,16,2,3,66,5,5,5,2.5,,10,6016
11:170,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,170,4,UCR|UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,4,4,4,2,16,16,243
11:172,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,172,4,UCB|UCD|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,22,17,5,3,83,6,6,6,3,,9,6042
11:198,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,3,57,5,5,5,2.5,,15,6011
11:202,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,202,4,UCR|UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,49,5,5,5,2.5,18,18,739
11:204,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,204,4,UCB|UCD|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,77,6,6,6,3,,14,6013
11:226,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,226,4,UCR|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,2,42,5,5,5,2.5,14,14,2179
11:228,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,228,4,UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,3,71,5,5,5,2.5,,10,6039
11:232,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,232,4,UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,47,5,5,5,2.5,18,18,171
11:270,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,270,4,UCR|UCB|UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,2,71,5,5,5,2.5,,17,6013
11:294,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,294,4,UCR|UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,15,0,2,52,5,5,5,2.5,,17,6013
11:298,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,298,4,UCR|UCD|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,3,70,5,5,5,2.5,,13,6010
11:300,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,300,4,UCB|UCD|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,17,3,2,76,6,6,6,3,,15,6020
11:326,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,5,5,5,2.5,,21,6011
11:330,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,330,4,UCR|UCD|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,2,67,5,5,5,2.5,,16,6009
11:332,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,332,4,UCB|UCD|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,2,74,5,5,5,2.5,,18,6012
11:354,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,354,4,UCR|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,51,5,5,5,2.5,,15,6007
11:356,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,356,4,UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,55,5,5,5,2.5,,18,6009
11:360,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,360,4,UCD|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,2,70,5,5,5,2.5,,15,6008
11:390,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,53,5,5,5,2.5,,19,6009
11:394,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,394,4,UCR|UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,,19,2499
11:396,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,396,4,UCB|UCD|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,15,4,2,73,5,5,5,2.5,,18,6012
11:418,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,418,4,UCR|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,15,0,2,52,5,5,5,2.5,,14,6018
11:420,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,420,4,UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,15,2,2,60,5,5,5,2.5,,16,6013
11:424,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,424,4,UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,,17,3657
11:450,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,5,5,5,2.5,,18,6012
11:452,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,56,5,5,5,2.5,,20,6011
11:456,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,456,4,UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,2,59,5,5,5,2.5,,20,3715
11:480,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,480,4,UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,55,5,5,5,2.5,,15,6009
11:110,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,110,5,UCR|UCB|UCD|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,17,6013
11:174,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,174,5,UCR|UCB|UCD|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,79,6,6,6,3,,16,6015
11:206,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,206,5,UCR|UCB|UCD|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,2,76,6,6,6,3,,20,6014
11:230,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,230,5,UCR|UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,16,2,3,66,5,5,5,2.5,,18,6015
11:234,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,234,5,UCR|UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,51,5,5,5,2.5,23,23,612
11:236,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,236,5,UCB|UCD|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,22,17,5,3,83,6,6,6,3,,17,5966
11:302,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,302,5,UCR|UCB|UCD|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,17,3,2,76,6,6,6,3,,21,6014
11:334,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,334,5,UCR|UCB|UCD|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,2,74,5,5,5,2.5,,24,6014
11:358,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,358,5,UCR|UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,55,5,5,5,2.5,,24,6011
11:362,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,362,5,UCR|UCD|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,2,73,5,5,5,2.5,,19,6011
11:364,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,364,5,UCB|UCD|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,22,6017
11:398,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,398,5,UCR|UCB|UCD|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,15,2,3,67,5,5,5,2.5,,26,6009
11:422,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,422,5,UCR|UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,2,56,5,5,5,2.5,,23,6010
11:426,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,426,5,UCR|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,,23,2052
11:428,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,428,5,UCB|UCD|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,17,3,2,77,6,6,6,3,,22,6013
11:454,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,56,5,5,5,2.5,,26,6010
11:458,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,458,5,UCR|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,2,59,5,5,5,2.5,,26,3539
11:460,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,460,5,UCB|UCD|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,2,76,6,6,6,3,,25,6035
11:482,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,482,5,UCR|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,55,5,5,5,2.5,,21,6009
11:484,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,484,5,UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,16,1,2,59,5,5,5,2.5,,24,6012
11:488,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,488,5,UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,,25,2362
11:238,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,238,6,UCR|UCB|UCD|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,79,6,6,6,3,,24,6012
11:366,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,366,6,UCR|UCB|UCD|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,21,17,4,2,77,6,6,6,3,,28,6015
11:430,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,430,6,UCR|UCB|UCD|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,3,77,6,6,6,3,,28,6015
11:462,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,462,6,UCR|UCB|UCD|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,16,4,2,76,6,6,6,3,,31,6019
